job_title,comp_name,comp_type,region,city,salary,contract,positions,years_of_experience,gender
مشرف تصنيع,خالد آرت للصناعة,خاص,Eastern Region,AD DAMMAM,4500.0,دوام كامل,1,2,Male
أخصائي علوم حشرات,شركه الرأي للخدمات البيئيه شركة مساهمة سعودية مقفلة,خاص,Riyadh,ABA ASLAB,5000.0,دوام كامل,46,4,both
مندوب مبيعات,شركة عالم المحركات للتجارة (شركة شخص واحد),خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,2,2,Male
سكرتير,شركه الرأي للخدمات البيئيه شركة مساهمة سعودية مقفلة,خاص,Riyadh,ABA ASLAB,4000.0,دوام كامل,8,2,Female
أخصائي خدمة عملاء,شركة عالم المحركات للتجارة (شركة شخص واحد),خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,2,0,Female
أخصائي مبيعات,شركة عالم المحركات للتجارة (شركة شخص واحد),خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,1,2,Male
مشرف صيانة,شركة عالم المحركات للتجارة (شركة شخص واحد),خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,1,0,Male
مدير متجر,مؤسسة عبدالرحمن بن وليد الدليجان التجارية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,2,Male
بائع,مؤسسة عبدالرحمن بن وليد الدليجان التجارية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Male
أخصائي نفسي,مجمع مطمئنه للطب النفسي,خاص,Al Qassim,BURAYDAH,4000.0,دوام كامل,25,0,both
مشرف إنشاء مباني,شركة المسكن الراقي للتطوير العقاري,خاص,Madinah,AL MADINA,4000.0,دوام كامل,2,2,Male
مندوب مبيعات,مؤسسة صدى العامه للاتصالات وتقنية المعلومات,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,2,Male
مهندس معماري داخلي,شركة المسكن الراقي للتطوير العقاري,خاص,Madinah,AL MADINA,4000.0,دوام كامل,1,0,both
محاسب,مؤسسة الأندلس للشقق الفندقية,خاص,Makkah,JEDDAH,6000.0,دوام كامل,1,2,both
بائع,مقهى بووكا لتقديم المشروبات,خاص,Al Bahah,AL BAHA,4000.0,دوام كامل,1,0,Female
أخصائي قانوني,شركة التشييد الشرقي للمقاولات شركة شخص واحد,خاص,Makkah,JEDDAH,4000.0,دوام كامل,3,2,both
مدير صيانة,شركة التشييد الشرقي للمقاولات شركة شخص واحد,خاص,Makkah,JEDDAH,10000.0,دوام كامل,1,4,Male
محاسب,شركة التشييد الشرقي للمقاولات شركة شخص واحد,خاص,Makkah,JEDDAH,5000.0,دوام كامل,5,2,both
كاتب موارد بشرية,شركة التشييد الشرقي للمقاولات شركة شخص واحد,خاص,Makkah,JEDDAH,4000.0,دوام كامل,5,2,both
محاسب,مؤسسة خط الذكاء للمقاولات العامة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,2,Female
فني ميكانيكي محركات,شركة الراجح الحديثة للمقاولات المحدودة,خاص,Riyadh,AR RIYADH,4782.0,دوام كامل,1,0,Male
جندي أمن,مؤسسة تركي نايف فرحان الشمري للاتصالات,خاص,Northen Borders,AR'AR,3200.0,دوام كامل,5,4,both
مهندس كهربائي,شركة الصخور العربية للصناعة,خاص,Riyadh,AR RIYADH,7000.0,دوام كامل,1,0,both
أخصائي عمليات موارد بشرية,شركة الصخور العربية للصناعة,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,0,both
طبيب عام,مركز ياسمين محمد حسين الرويلي للعلاج الطبيعي,خاص,Northen Borders,TURAIF,6000.0,دوام كامل,1,0,both
بائع,مؤسسة فاطمه سعيد صالح خلف للقرطاسية,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,2,both
طبيب نفسي,شركة أمان للامراض النفسية والعصبية,خاص,Makkah,JEDDAH,10000.0,دوام كامل,2,0,both
موظف استقبال,شركة الاسنان الجميلة الطبي,خاص,Riyadh,AR RIYADH,4500.0,دوام كامل,2,0,Female
مدير مكتب,مكتب محمد طه عبدالقادر السقاف للاستشارات الهندسية,خاص,Makkah,MAKKAH AL,15000.0,دوام كامل,1,12,both
أخصائي علاقات عامة,شركة سما الشرق المحدودة,خاص,Riyadh,AR RIYADH,4500.0,دوام كامل,1,2,both
أخصائي مختبرات طبية,شركة مجمع الرحمة الطبي,خاص,Riyadh,AR RIYADH,7000.0,دوام كامل,2,4,both
فني أشعة,شركة مجمع الرحمة الطبي,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,2,Female
فني مختبر طبي,شركة مجمع الرحمة الطبي,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,2,2,both
فني شبكات تقنية معلومات,شركة التربه والاساسات المحدوده شركة شخص واحد,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,2,2,Male
فني علاج طبيعي,شركة مجمع الرحمة الطبي,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,2,Female
محضر أطعمة باردة,بوفية محمدحسن احمد جبر لتقديم الوجبات,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,1,0,Male
بائع,مطعم البرجر النقي لتقديم الوجبات,خاص,Riyadh,AR RIYADH,4500.0,دوام كامل,20,0,both
منسق منتجات,شركة الترويج المتطوره لخدمات الاعمال المحدوده,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,10,0,both
أخصائي صحة عامة,مجمع بيان الساحل لطب وتقويم الاسنان,خاص,Makkah,AL QUNFID,4000.0,دوام كامل,1,0,Female
مهندس كهربائي,شركة الحبيب للتجارة والتعهدات التجارية المحدودة,خاص,Eastern Region,AD DAMMAM,8400.0,دوام كامل,1,4,Male
فني أجهزة إلكترونية,شركة الإمدادات التعاونية,خاص,Makkah,JEDDAH,4500.0,دوام كامل,1,2,both
بائع,شركة عبداللطيف جميل للاليكترونيات واجهزة التكييف المحدودة,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,2,0,Female
مدير تسويق,شركة حلال العالمي للتدريب,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,10,0,Male
أخصائي تسويق,شركة مزرعة العائلة للتجارة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,15,0,both
مدير إداري,شركة العمق للاستشارات الهندسية,خاص,Makkah,GHITHAH,10000.0,دوام كامل,1,12,Male
موظف صندوق محاسبة,شركة مزايا الهرم للتجارة المحدودة شركة شخص واحد,خاص,Al Bahah,BILJURASH,4000.0,دوام كامل,1,0,Male
أخصائي تسويق,شركة إلمام المستقبل للتسويق (شركة شخص واحد),خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,20,0,both
موظف استقبال فندق,شركة بانوراما للوحدات السكنية,خاص,Eastern Region,AD DAMMAM,4000.0,دوام كامل,1,0,Male
أمين مخزن,فرع شركة القمة الفضائية المحدودة,خاص,Eastern Region,AL JUBAIL,5000.0,دوام كامل,1,0,Male
بائع عطور,مؤسسة غصن الكادي للعود,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,0,Female
مدير فرع,شركة نزهة تسوق لتجارة الجملة والتجزئة,خاص,Al Qassim,UNAYZAH,6000.0,دوام كامل,3,0,Male
فني تجهيز طباعة,مؤسسة قرطاسية القصيم لتجارة الجملة و التجزئة,خاص,Al Qassim,BURAYDAH,4000.0,دوام كامل,1,0,both
مصمم جرافيك,شركة سنا المدينة للتمور,خاص,Madinah,ABAR AL M,4000.0,دوام كامل,1,2,both
فني تجهيز طباعة,مؤسسة القصيم للخدمات الطلابية,خاص,Al Qassim,BURAYDAH,4000.0,دوام كامل,2,0,both
حاضنة أطفال,مركز نحو القمه ضيافة الأطفال الأهلية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,10,0,Female
مدرب علوم تطبيقية,المعهد العالي السعودي الياباني للسيارات,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,2,Male
سكرتير,مؤسسة خالد فيحان نايف النفيعي العقاري,خاص,Makkah,AL HAWIYA,4000.0,دوام كامل,1,0,Female
محاسب,جمعية تعايش معي للرفق بالحيوان,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,2,both
منسق زهور,مؤسسة زهور ايفنتو للتجارة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,2,2,both
مهندس كهربائي,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,خاص,Al Bahah,AL BAHA,7000.0,دوام كامل,1,0,Male
مدير فرع,مصنع بيوتي للصناعة,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,4,Female
نادل,مطعم أزيان لتقديم الوجبات,خاص,Madinah,AL MADINA,4000.0,دوام كامل,1,0,Female
كاتب علاقات حكومية,مصنع بيوتي للصناعة,خاص,Al Qassim,BURAYDAH,4000.0,دوام كامل,2,0,Female
أخصائي عمليات موارد بشرية,مؤسسة وئام الحجاز للمقاولات,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,2,2,Male
عامل كاونتر مأكولات ومشروبات,مقهى تفاني لتقديم المشروبات,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,0,both
معلم ابتدائي تربية فنية,مدارس جيل الريادة الاهلية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,0,Male
معلم مرحلة متوسطة حاسب آلي,مدارس جيل الريادة الاهلية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,0,Male
معلم ابتدائي حاسب آلي,مدارس جيل الريادة الاهلية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,0,Male
بائع ملابس جاهزة,شركة الزاهد للتجارة والتنميه العقاريه المحدوده,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,Male
فني كهربائي تمديدات كهربائية,شركة الهضب للتجارة والمقاولات,خاص,Makkah,JEDDAH,5000.0,دوام كامل,5,0,Male
بائع,مؤسسة لقمة لتقديم الوجبات,خاص,Riyadh,AR RIYADH,4375.0,دوام كامل,1,0,Male
أخصائي خدمة عملاء,شركه روائع ابداعيه للتدريب المهني,شبه حكومية,Eastern Region,ABRAQIYAH,6000.0,دوام كامل,7,0,both
أخصائي أسرة وطفولة,جمعية بناء للإرشاد الأسري,شبه حكومية,Madinah,AL MADINA,4000.0,دوام كامل,2,0,Female
محامي,شركة أسيس يور للمحاماة والاستشارات القانونية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,4,Male
سائق شاحنة ثقيلة,مصنع وائل حسن فارسي للغازات الصناعية,خاص,Madinah,AL MADINA,5000.0,دوام كامل,4,2,Male
مهندس كهربائي,مصنع وائل حسن فارسي للغازات الصناعية,خاص,Madinah,AL MADINA,5000.0,دوام كامل,2,2,both
فني تشغيل محطة غاز,مصنع وائل حسن فارسي للغازات الصناعية,خاص,Madinah,ABA AL BA,5000.0,دوام كامل,3,0,both
مصمم جرافيك,مؤسسة مقياس الاتقان لتنظيم المعارض والمؤتمرات,خاص,Riyadh,AR RIYADH,6500.0,دوام كامل,1,4,Female
عامل مكافحة آفات,شركة التجارة والخدمات العربية,خاص,Riyadh,ABA ASLAB,4000.0,دوام كامل,4,0,Male
مهندس ميكانيكي,مؤسسة بلدان للمقاولات,خاص,Makkah,JEDDAH,5500.0,دوام كامل,2,0,Female
عامل كاونتر مأكولات ومشروبات,مقهى تفاني لتقديم المشروبات,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,0,Female
فني تدفئة وتهوية وتكييف,شركة الحبيب للتجارة والتعهدات التجارية المحدودة,خاص,Eastern Region,AD DAMMAM,5700.0,دوام كامل,1,0,Male
موظف صندوق محاسبة,مركز اللياقة الحقيقية الرياضي,خاص,Eastern Region,DHAHRAN,4434.0,دوام كامل,1,2,Male
فني أجهزة دقيقة,مؤسسة القمة السمعية التجارية,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,2,both
أخصائي مبيعات,شركة عالم المحركات للتجارة (شركة شخص واحد),خاص,Eastern Region,AL MUBARR,4000.0,دوام كامل,1,2,Male
محاسب,شركة جنان العقاريه,خاص,Eastern Region,AL KHUBAR,6000.0,دوام كامل,1,0,Male
فني مختبر طبي,مجمع شفاء طيبة الطبي,خاص,Madinah,AL MADINA,4000.0,دوام كامل,1,0,Female
مدير تقنية معلومات,شركة التربه والاساسات المحدوده شركة شخص واحد,خاص,Riyadh,AR RIYADH,10000.0,دوام كامل,1,4,Male
رئيس منظمة غير ربحية,جمعية يسر للتنمية الأسرية,خاص,Makkah,MAKKAH AL,6000.0,دوام كامل,1,4,Female
محاسب,خالد آرت للصناعة,خاص,Eastern Region,AD DAMMAM,6000.0,دوام كامل,1,2,Female
مدرس لغة أجنبية,المعهد العالي السعودي الياباني للسيارات,خاص,Makkah,JEDDAH,5000.0,دوام كامل,2,2,Male
موظف استقبال,مركز راحت العضلة للمساج,خاص,Al Qassim,AL BADAI',4000.0,دوام كامل,1,0,both
أخصائي تسويق,شركة أسيس يور للمحاماة والاستشارات القانونية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,4,Male
طبيب أسنان عام,مجمع الخريف الطبي,خاص,Riyadh,AR RIYADH,8000.0,دوام كامل,1,2,Female
مدير عام,مؤسسة ألفا جروب للتجارة,خاص,Riyadh,AR RIYADH,10000.0,دوام كامل,1,2,both
أخصائي تسويق,شركة مركز العام الفني والسلامة للتدريب,خاص,Eastern Region,AD DAMMAM,6500.0,دوام كامل,1,2,Female
موظف صندوق محاسبة,مؤسسة حفلة الألعاب التجارية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,4,0,both
سائق سيارة,شركه العرفج للتجاره والاستيراد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,3,2,Male
مندوب مبيعات,شركه العرفج للتجاره والاستيراد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,3,0,Female
سائق سيارة,مؤسسة ابراهيم يوسف ابراهيم كويتي للنقل,خاص,Makkah,JEDDAH,6000.0,دوام كامل,50,0,Male
سائق سيارة,مؤسسة ابراهيم يوسف ابراهيم كويتي للنقل,خاص,Makkah,JEDDAH,6000.0,دوام كامل,50,0,Female
